reviews,label
upgrade deh nilai bintang ditest dulu cepet rusak engga warna item udah coba suara oke putih baru coba kayak si kabel teken gitu atas biar poll kualitas yah moga aweet,0
sedih banget nyala cuma satu padahal butuh hufttttt,0
kardus penyok emas kurang banget ga kasi bubble wrap trus cuma nyala tengah udah chat seller nya engga jawab untung aja kirim warna biru ga heran sih sesuai harga,0
maaf kasih 3 bintang krna pas buka paket udah rusak headset a copot kali lebih teliti lg min maaf skali lg makasih,0
bom sempet buka moga awett sajaaa warna tuh cucok bangetttt,0
beli senin subuh sampe selasa siang pd aren lumayan cepat sampe cuma kalau chat jual tdk balas cuma gpp yg penting sesuai pesan sesal headset nya belah kanan pecah suara kalau dengar pakai volume hp max yg kiri suara normal cuma sesuai harga beli nya,0
kecewa bgt hehe pas pertama beli bagus makin kesini jd begini kepala copot sendiri suara mati belah,0
barang sampe nyala cuma belah kali kirim cek dulu barang fungsi apa engga,0
sesuai harga lah suara nya sesuai harga lah wkwkwk terima kasih j t express,0
kecewa banget udah lama nunggu 15 hari baru datang eh pas dtng malah ga ga keluar suara,0
htset mati seblah sesuai harga yasudah terima,0
maaf ka beli 11 1 mati jadi sama aja rugi karna ga benerin pilih warna random biasa kirim semua warna kirim putih biru aja,0
sebenernya bagussihh warna suka banget super duper kyutt sesuai ekspektasi sayang headsetnya kanan rusak ngak dengar apa apa kiri suara serak serak gitu jadi aku ngak pake buat hias aja soal suka sama warna,0
packing oke emas std barang sesuai order harga sangat sahabat speaker nya tdk nge-bass stereo nya jg jomplang bgt,0
sen warna navy dtg nya wrna ungu tp gpp la mas bagus kualitas kali tlg lbih teliti,0
suara cm yg belah kiri doank yg yg kanan cm ky suara setrum gresek2 aja jd ga dipake syg bgt udah beli saran aja biarpun brli cm satu tp tlg d cek lg sblm d kirim biar yg belu ga kecewa d php in pdhl udah nunggu2 bgt nih headset,0
pesan warna navy yg kirim ungu kalo tida warna sesuai pesan konfirmasi beli kualitas suara jelek sesuai harga sih suara yg hasil buat sakit ting,0
kata kurir barang hilang sedang antar kata tanggung jawab ganti duit tp karnakan barang jdi kasi bintang 3 dlu yaa fotnyaa izin dl hehe,0
alhamdulillah barang dah packing no safety gak pake bubble warp nyala nya cuma satu doang yg putih gk fungsi sama sekali kecewa bangett,0
barang nya bagus banget sii minus nya kalo dipake buat nlpnn suara nya ga kedengeran,0
beli 3 yg dateng cuma 1 pdhal udah beberapa kali beli sini sekarang kecewa bgt chat ga respon sama sekali walaupun murah jangan rugi org dong ga berkah bgt si nyari uang,0
bingung knp barang kurang bagus begini jadi rekomendasi beli sini krn liat reviewnya bagus pas barang ampun nyesel yg beli masa headset nya beda2 gitu bahan terus masa ujung yg jelek kayak barang rongsok deh bintang 1 kasihan aja,0
tau lah earphone harga gin kek mana hasil emang warna bentuk bagus tahan lama kan worhtit buat beli sih harga segitu,0
kualitas produk standar dipakenya lumayan ngebas harga standar cepat kirim standar,0
kualitas sesuai harga yg kanan speaker nya koclak baru bbrpa jam pakai udh mati belah kirim sangat cepat good thank you,0
kecewa pesan lindung kabel headset packingnya box ko yg datang cuman headset doang mana ga dipake box cuman plastik doang kecewa banget,0
kirim lama pas dateng headset nya yg buat kuping copot,0
ga amanah bgt ni toko sen 8 yg dateng 5 malah satu zonk admin pokok mau yg kurang nya kirim sekarang balas chatt tunggu,0
trimakasihh barang sampaiii barang bad soal yg earphone kiri aga kemrusek terus abis pelan,0
1 pcs headset warna biru rusak gk bunyi belah gk bngt deh toko,0
untung harga 5k lumayan la gada bassnya sakit trus prepet prepett ges,0
kirim cepat warna sesuai sama pesan pesan warna abu kirim warna hitam,0
good kkhh jgg khh ffg jmjh jhbg gccc nkku hffc hggggggfbhhh nhhj,0
sen warna abu yg dateng item gatau hehe ga konfirmasi jauh oke didenger bagus keluar suara moga moga awet edit baru minggu udah rusak ga keluar suara kabel puter puter harga kualitas,0
wow wow wow bagus bagus bagus bagus barang sangat bagus kualitas cepat kirim kualitas barang sesuai harga produk barang sangat kualitas bagus penting nyesel beli produk bahan sini sekian terima kasih,0
sini gw mesan 2 dateng cuma 1 headsetnya udah coba bagus kendala gatau depan,0
bentuk mah bagus pas colok bunyi srek trs hp jdi mencet sendiri kurang nampol lah inti but its,0
barang selamat sesuai cuman random warna nya kurang cuma warna pink sama kuning kali lebih banyak varian warna nya,0
baru pertaa beli sini trusted sorry ganti bintang karna nyata hp andro cowo ehhe tdk fungsi,0
hanset nya bagus pesan 2 warna ijo sama abu2 yg dateng malah warna item ama ijo,0
jelek headset fungsi belah kali cek dulu dong barang yg layak jual,0
earphone murmer buat lucu2an kualitas suara standar warna gemas kayak permen,0
yg warna pink sama 1 biru rusak gak suara kirim cek dulu fungsi gk moga depan cek dulu,0
alhamdulillah barang baik cuma sayang pesan 2 datang cuma 1,0
kirim sih cepat warna tpi handset belah gk nyalah coba donk kalau ngirim perhati memang sih harga murah tpi kan apa alangkah baik kalau 2 2 nyalah,0
kirim lumayan lama ga respon jual next baik cepat proses barang jual ny pas mengajukn batal barang langsung kirim sttus proses terus tlg baik lg thx,0
thank you paket kirim cepat packing rapih yg abu2 ga nyala alias mati,0
pesan lg 9 9 bayar 2 headset datang cuma 1 ko sih klo emang ga promo ga usah dimurahin harga dong kak,0
bagus sih cuma warna biru satu doang fungsi,0
sangat kecewa toko rusak 3 audio gk fungsi saran aja dipacking barang cek dulu fisik maupun audio beli gk rugi jual punya langgan tetap,0
baguusss worth to buy tp headset hijau rusakk gabisa aktif pdhl yg headset pink baguuss,0
beli headset 6 2 cuma hidup belah 2 nya pakai telpon bunyi kresek2,0
kecewa si karna susah nyala puter puter dgn harga sgini worth it lah,0
produk kurang bagus baru sampe headset belah rusak barang sesuai harga lah,0
nyambung ga nyambung suaranyaa standar lah harga nya murah bgtt kurir nya kurang sopannnn,0
barang bagus kirim nya lama suara nya keluar pegang dulu baru keluar suara nya,0
coba nyalah semua engga beli 4 kurang 1,0
cukup lah sama harga ga bagus aaaaaaaabbbbbbbbccccccddddddddeeeefffffgghhhhhiiiiijjjjjkkkklllllllmmmmmnnnoooopppppqqqqrrrrssssttttuuuuvvvwwwwwwxxxxyyyyzzzzzz,0
kurang bagus gampang rusak awet mic nya kresek kresek,0
yah kecewa tp sesuai harga walaupun sesuai harga kalo udh lepas kaya gin jangan kasih dong kan ganti duhh okedwhh makasihh maap,0
alhamdulillah udah dateng tapiiiii mati semuaaaa woy gimane kaga dipake kurir kek nya bawa nya gk ati atiiii tangung jawab gak nih -,0
barang kirim sesuai pesan tp syg no respon kirim slowrespon,0
baru kali aku ngasih bintang 3 toko shopee barang bagus tuju pas datang bubble wrap buat telinga lepas untung msh pasang pecah dikit situ untung fungsi baik,0
beli pas flash sale cuma 5rban yaa emg gak harap banyak sihh nyata bener earphone belah kiri gaada filter kaya kanan trs microphonenya jauh bgt gores microphonenya walopun banyak cacat fisik tp fungsi dipake,0
wajar aja harga 5ribuan gamau berekpektasi lebihhh hemsetnya gabisa longgar buat masukin lubang nya terus ga suara hade emh cuma untung untung klo beli murah gin mah,0
suka bgt padahal tp sayang mati belah jadi satu suara yg satu ngga mungkin ga test wkt kirim yowis lah gmna lg,0
selamat pagi adek-adek orang tua yg wa grup mobil pintar rang info jadwal nama adek-adek vc bagai ikut jadwal video call senin 30 agustus 2021 kelas kecil pukul 12 00 wib 1 ghani 2 shinta 3 alvian pukul 12 15 1 gilang 2 kirana kelas sedang,0
matiiii sebelaaaah huhuuu emang murah sih harganyaa yaudaah beli lg,0
kurang puas soal handsfree belah ga suara,0
paket tdk pungsi dgn baik belah suara jd sy kasih bintang tiga,0
henset nya suara nya mendem gak enak kaya henset rusak mentang2 murah tp ga gin lah huft,0
lumayan lama nyampenya kualitas suara cukup tekstur kabel nya unik ukur nya pas telinga,0
sebel banget kalo beli banyak slalu satu yg nyala semua headset nya beda banget gk kaya yg pertama kali beli minta navy kasih ungu terong,0
emas lumayan kirim cepat barang coba ga kemas handset nya,0
alhamdulillah headset warna keren terima kasih nyambung hp maupun hp teman kantor gpp sih coba hadiah,0
yg belah kanan kurang fungsi suara kecil bgt volume sdh maksimal apa tdk cek dulu brgnya sblm kirim,0
jaga jangkau kirim lumayan cepet sayang kresek-kresek maklum,0
microphone warna navy ga fungsi sama sekali kurang cocok main pubg karna beda step kiri sama kanan audio jacknya tdk cukup universal utk beberapa hp mungkin ga masuk full jadi inti sesuai harga kalo mau bagus beli yg mahal sekali,0
sedikit kecewa sen yg pake kotok ko yg dateng gk pake kotak barang tetep bagus ko terimakasih,0
kurang puas pesan warna hijau navy datang nya putih navy,0
ndjdiskkqjwjdjdjdmna aku dnhdiaiakan nshausind share znhduajanbw dbcjkakauajsbdb najsidkdknndj jshhzbz dnhfjdjek nshdhdjdjndn,0
beli 3 baru udah sering beli disinibdan sekarang kecewa bgt dapet 3 bener cuma 1 terus hijau dua2nya dapet kiri satu enggak jernih suara,0
paket dah nyampee packagingnya gak aman gak buble smntra barang sensitif banget sen headsetnya 6 3nya bagus yg 3nya kresek storing jadibaku kasi bintang 3,0
harga murah bgt moga awet tp kalo buat yg suka nge bass kurang rekomended sii tp aku suka yg biasa biasa aja gin uda cukup bgt thank u min,0
aku udah rekomendasi temen temen udah 2 orang yg beli toko aku beli udah 3 kali toko satu headsetnya ga nyala belah kurang teliti check barang memang kirim random terus tekstur,0
kecewa sih beli 2 hansfree pakai cuma satu handsfree satu belah kanan cacat retak,0
produk sesuai deskripsi kualitas sesuai harga ringkih kirim cepat seller responsif,0
sebenernya suka banget beli pertama headset nya kabel gak kayak headset umum kabel kasar gak lembut nyata pas beli 3 kabel nya beda makanya jadi sedikit kecewa terus sedia kardus masukin headset nya,0
thanks seller barang dgn selamat tp kirim lama sama salah satu earphone nya gaada suara belah kiri,0
bagus cuman lama respon nya udah bayar status kemas mulu 2 hari kemudian baru kirim,0
paket tuju syg nyampe earphonenya lepas untung bjsa pakai kali pakai bubble wrap dong cuman lembar,0
kaku sekali headset omg dipake nga aga gaenak gitu,0
pemgemasannya kecewa sih pas datang sobek pas buka headsetnya yg pink retak foto ga kliatan sih kecewa sih,0
mati belah donk sedih banget kira bakal bagus wajar si sesuai sama harga tp ga gin,0
barharap tahan lama alias awet sih pink cacat nih sad bgt,0
iya sih hrga nya murah bgt tpi emg sampe protol gitu baru buka plastik uda protol gitu,0
padahal udh langgan sini 4x beli bru kali barang rusak aku kasih bintang 1 barang bener2 rusak hadset yg pink aku beli pertama kali beda banget kualitas sm hadset yg pertama,0
sen 2 warna biru sama hitam yg hitam rusak suara gaada kanan kiri yg biru yg nyala cuma belah doang dong tanggung jawab minta ganti karna pesan orang,0
harga murah tp item ga murah recomended banget t o p b g t,0
alhamdulillah barang tempat tp batal barang malah tolak batal kalo kurir jgn malam moga barang awet tahan lama terimakasih atas respon jual sangat rama,0
sorry to say utk tombol volume nya ga fungsi mohon cek sisa,0
barang lumayan kmasan jg bagus kurir ny ramah,0
lumayan pakai kurang ngebass suara sesuai harga lah,0
nyesel bgt beli sini barang fungsi sama sekali,0
earphonenya bagus kualitas produk sesuai harga abang kurir baik,0
bagus deh pkok nya sya blm nyoba klw handset nya moga awet knpa pnyak ku udh pda lecet semua gtu trus beranta kyak nya tuh abis pakek deh nih sama yg punyak soal yg satu bgus mulus lecet semua,0
beli 2 jenis earphone yg beda kirim nya dgn barang yg sama parah,0
mantap bo ong,0
produk tdk sesuai deskripsi yi bass yg bilang super nyata iklanya doank stereo gk 4d cukup sekali aja beli iklanya toko muluk2,0
beli 2 pcs satu warna hitam satu warna putih nah warna putih tombol volume slide up slide down warna hitam slide up down lihat video gimana cara ganti barang putih,0
barang packing rapi kirim standar kualitas klo kecilin y kiri gak dengar jd hrs pk vol besar baru bs dengar,0
pemgiriman emas lambat suara bass bersih kirim hari akhir estimasi barang kecewa,0
padahal belu produk sama nya bungkus beda terus headset hitam suara pecah beda kayk headset yg warna putih kualitas jelek,0
barang bagus banget kirim cepet,0
harga jangkau kirim lambat kurir kualitas sesuai harga,0
baru sampe paket nya alhamdulillah suara mantep bgt kirim lumayan cepat,0
bismillahirrahmanirrahim assalamu alaikum alhamdulillah barang nyampe selamat suara handset nya enak cuman mic-nya hp kurang dengar kurang enak kak suara kayak jauh kecil suara,0
guuuuddddddd mantep bgt suaranyaa tp gak keluar bass nya,0
kabel tipis terus bunyi jg gak kenceng yah lah gantung pakai,0
barang sesuai dgn foto tp nyata tdk support hp xiomi 7 kalau barang sih oke semua tdk cocok aja ama remid 7,0
maaf kasih bintang 2 kualitas produk sangat baik proses kirim shoope express lama,0
barang baru dateng mf kasih bintang soal kirim lama dicobak moga awet lah,0
beli 2 yg 1 bagus normal swra bagus yg 1 ko ga bass y jd cempreng swra na yaaaaaaaaaaahhhhhhhhh kcewa yg 1 euy 3 3,0
suara ga ngebass kalo dipake call vc berisik kata terima call vc nya ga dipake buat call mohon cek lah kirim,0
jual baik kirim cepat kurir tepat lokasi lumayan lah barang sesuai warnayanya suara treble bagus suara bass bagus walopun kurang gelegar,0
paket datang selamat kualitas barang sangat buruk kirim headset cek lebih nge bass apa egk kalau mah asal kirim aja nyesel beli sini,0
segi barang sih bagus bentuk tpi segi suara buat musik gk enak sama sakal bass nya gak cuma tribel nya doang jadi sakit telinga,0
gak ngebas suara kecil mengsedih ku kira bagus ternyta b aja sory foto ngarang v,0
baru beli rusak sebelahhu dahhhh jelekkk ahahabavvwevhsge,0
earphone yg kualitas suara super bass nya kecil walaupun volume hp yg volume yg earphone full earphone menang iklan bukan nyata yg jelas banding dgn yg iklan kecewa nyata,0
barang udah nyampe cepet banget baru mesen kemaren enak nyaman kuping bass nya emang kurang cuma worth it lah harga gin dapet barang bagus edit hensetnya satu gak fungsi,0
bahan bagus suwaranya kurang bagus ga bass,0
lumayan produk nya sayang ngebas meski bonus,0
maaf kasih bintang 3 soal bas kurang suara aga cempreng jdnya,0
proses packing cepat jg cepat seller ramah packing brg aman baik cmn sorry to say utk kualitas sesuai harga hehehehee gk bass nya lbh mono d,0
pesan sdh barang yg terima yg rusak cacat cuma kirim sangat lama tp syukur syukur barang nya,0
barang bagus terus tambah bubble wrap sayang suara kurang nge-bass,0
iiiiiuuuuujbhhjkkkjhhgyuujhb gghjjjjjhhh jjjjkkkjhbbhhhbbbb llkjhgggfgyuujbbhh bbhgghaiiool,0
standar erti earphone suara yg keluar standar,0
apa headset suara sember bass nya ga untung aja kepake,0
stereo banget sih cuman super bass nya bohong uda tes beberapa hp sama aja kualitas lihat harga sih,0
standar aja kirim lama ikat rambut sesuai harga bahan kayak kolor biasa,0
kecewa sama kurir laku parah parah etika kurir shopee express,0
kecwa banget karna belah hendset ny bunyi kecil yg belah bunyi normal yaudahlah,0
bagus suara lumayan lah kirim cepat bublewarp aman pngriman jga cepat,0
barang tengah rusak barang hampir putus pakai beberapa hari langsung copot padahal harga lumayan,0
paket rusak kirim jasa kirim pake sicepat halu tau lanjut e gimana,0
wktu kirim terlalu lama jakarta lampung 10 hari volume earphones full kalau full suara sember,0
darat selamat mantap,0
wuiiih semriwing semerintil semelekecot dahsyat kerreeen senang puas moga awet barangkuh eh barang ups thanks seller thanks shopee,0
huhuhuhuhu kurang pake buat nelpon suara kecil,0
kerennnn lah pokok bxixixixixiixixixixixixiixixixiixxixiixi,0
tulisanya aja super bass hasil nya ancur,0
coba moga barang normal,0
beli 2 yg bagus cuma warna biru warna merah ga ad suara mau kembaliin yg tekor yaudh gpp deh iklas buat yg jual kirim saranin tes dlu barang fungsi,0
ahajudhsban akakusys makajab,0
suara sih standar suara bass nya standar gelegar sesuai harga,0
bagus,0
barang nya bagus sih kirain ngebas gimana gitu nyata pas bongkar kirain speaker nya eh nyata cuman satu jdi hati klo mau beli ginian tpi udah pas aja sama harga segitu bukan mau ngelarang orang mau beli tpi cuma mau ngsih tau aj produk bagus abal,0
suara pecah bikin sakit kuping kayak radio rusak nyesel beli 2,0
ga sesuai gambar,0
barang selamat kecewa gada bas nya bagus bawa oppo bas banget deskripsi bilang super bass hadeeh bingung belanja online mah kecewa mulu,0
suara nya pecah,0
suara yg belah gak dengar jelas,0
testing dulu yah kl bgs ta ubah bintang,0
alhamdulillah sampe meski lama,0
coba suara pelan bass nya sama sekali nyala cuma belah diputer2 dulu kabelna baru nyala dua2nya,0
barang real lah buat harga sgtu sih dngan kualitas suara yg wow bgt suara kurang greget ga bgtu ngebass jual kurir cpt mksh kk smga awet selawase,0
jualin sampah olshop barang sama sekali gk sesuai dekskripsi gua cape nemu toko kaya begini bukan masalah harga kalo mahal orang bakal beli kalo puas sama produk gimana orang mau beli gua kasih tau mending milih aja,0
kirim lama bngtt hmpir smnggu kli pdhl aku jakbar tpi it s oky lah barang nya bagus,0
barang bagus suara kecil bass kabel kecil sesuai harga si,0
bagus buat suar mic nya eror gbisa pake,0
darat selamat kirim cepat cuman pas coba nyata nge bass biasa aja kurang puas,0
beda sama gambar hehehe harga rupa lumayan lah buat nonton video didenger orang kwkwkkw,0
braangnya sih cuma masak pasang kiri semua mohon lebih teliti,0
suara nya cempreng kurang ngebass punya temen mah ngebass gak kyak yng,0
gak nge bass suara kayak denger musik speaker blutut sesuailahh sama harga,0
suara sesuai kira bassnya banyak treable,0
barang fungsi baik efek bass kurang sesuai nama super bass,0
suara nya kurang enak telinga sakit krna gak soft jelas dpke tlp atw dnger musik nya,0
baru hari pake besok nya udah mati belah bang volume turun terus barang rusak,0
paket kirim nya standar pas coba suara kecil bass nya gak kecewa,0
kirim luar biasa udah tanggal berapa susah batal kualitas baik paking baik,0
terimakasih mantap sekali bass nya sesusai dgn harga nya,0
gak sesuai sen yg hitam beda gak sesuai sama produk yg pesan suara beda,0
maaf kurang bintang coba jalan belah nya cek dulu kirim mungkin promo kali,0
kirim sangat lama paling lambat tanggal 30 nyampe2 tgl 5 mau nganjuin gk headset sakit telinga gk rekomen lah,0
apaansi mesen nya warna merah knp kasih warna biru admin nya ga teliti,0
sangat kecewa tipu barang lama nyampe nya headset sesuai beda gambar yg tampil,0
belah kanan rusak belah kiri oke bass nya gede yg kanan kecil suara cempreng gak bas nya co gimana nih ah udah lah nama sesuai diskon kalo gak diskon gak kek gin mana mana harga mandang kualitas,0
barang terima hasil yg harapakn tdk sesuai suara kecil gk bas nya sama sekali,0
pesan barang tdk sesuai yg aplikasi bukti dg yg foto gambar yg aplikasi beda,0
henset nya bagus buat main game suara enak bentuk bikin sakit telinga,0
ngga profesional banget beli 2 satu nya harga 19 000 satu harga 25 000 tp kirim yg harga 19 000 semua wkwk lucu dehh,0
kirim lambat baru coba cod eh lama baner sampenya lewat estimasi hu,0
tak sangka beneran super bass nyata emm memang sesuai harga komplain moga manfaat yh moga awet sukses terus buat seller maaf yh,0
harga standar packing bagus cuman udah batal emang mau ganti mlah tetep buka pas coba in headset nya ga bass nya mirip yg harga gocengan,0
kirim lama banget sumpah dahh males jangan deh lama,0
suara lumayan ngebass belah suara sember bunyi prek prek pas bongkar nyata speaker nya 1 satu palsu sesuai iklan dual speaker,0
kirim cepat pakai beberapa minggu mungkin salah pakai belah kiri suara intermitten,0
biar gimana harga kualitas suara yg sember coba cek ting jenis earphone yg pegaturan player musik anti lagu karna kuakitas lagu yg buruk hasil suara yg buruk,0
harga standar inti barang gak sesuai pict kirim lumayan ngaret,0
barang reta suara cempreng jujur gk bagus,0
lumayan lah dgan hrga sgitu bass sangat minim ga enak main pubg step ga jelas,0
barang terima rusak belah kan baru aja coba rupa cacat nih barang kecewa banget sumpah hati hati beli barang sini kadang kasih barang cacat,0
kecewa speker satu tdk fungsi kewa kecewa kecewaaaaaaa,0
kualitas produk sangat baik semua gambar suara bagus hd kurang nya satu nilai kirim lama mungkin tanggal merah kurir libur selai oke deh moga awet,0
barang sdh terima fungsi dgn baik mudah2an awet thx,0
suara kalah dgn merk yg sama harga bass kurang bagus,0
kirim sih cepat sesuai foto earphone nya jelek suara nya cuman belah badbadbad,0
barang sunguh sedikit kecewa aq teliti gak foto barang hampir mirip kata kawe,0
touch 1x play pause answer call tlp hp aja gabisa wa call touch 2x tunjuk 3x next last song long press disconect bluetooth hrs nya volume suara suka hilang2 tp kl reconnect bluetooth lancar lg pake silicon case suka kacau simpul bluetooth connection bad,0
touch fungsi baik suara cukup bagus touchnya yg eror - -,0
lubang kabel cas nya lobok ga dalem jadi masuk tengah aja colok nya yg lobok dah gatau kga ngecas2 hadehh,0
rasa barang kw jangan ber ekspetasi tinggi sma barang real bgt no settingan batre 40 pake yg sblh kanan mati sendiri aneh poko dah,0
barang bagus sih suara jls tp touchnya kurang fungsi baik sentuh dikit suara mati kadang2 disconnect sndiri klo sentuh low respon jg,0
lampu indikator ga nyala suara kurang ngebass wissjshhsians xjsllaoahsvdvdjkanabsjslapqlsnsbsbxhjxksnsbxkslsksnskdkdndbdndbd xjdj dxkx kxx xkd kd dkd bnn inidjd djdos skw bh bs die,0
barang nya bagus suara jernih cuma kemas kurang aman bubble wrap nya gak bungkus barang nya,0
ga tau deh cas ga baru dipake 3x udh ga dipake auah,0
lumayan lha kalau cuma mau pakai 1 doang kaya eror mati gitu alam beli headset nsjsh,0
